index,title,q,a
635,"'하루?만에',?'하룻만에'의 표기",'하룻만에 번복'과 같은 말에서 '하룻만에'라는 표기가 맞나요?,"?'하루 만에 번복'으로 띄어 써야 맞습니다. '하룻만'이나 '하룻만에'는 합성어가 아니고, 명사 '하루' 뒤에, '동안이 얼마간 계속되었음'을 나타내는 의존 명사 '만'이 이어진 구라 '하루 만에'와 같이 띄어 적습니다."
636,"'밥하다', '밥 하다'의 띄어쓰기","'밥하다', '밥 하다' 중 맞는 띄어쓰기는 무엇인가요?","?'밥하다'로 붙여 쓰는 것이 맞습니다. '밥하다'는 '밥을 짓다'의 뜻을 나타내는 복합어이므로 ""밥하는 데 시간이 걸린다.""와 같이 붙여 적습니다."
637,"'하나둘씩', '하나 둘씩'의 띄어쓰기","""깃털이 {하나둘/하나 둘}씩 떨어져 나갔다.""에서 맞는 띄어쓰기는 무엇인가요?","?""깃털이 하나둘씩 떨어져 나갔다.""와 같이 붙여 쓰는 것이 맞습니다. 여기에서 '하나둘'은 '하나나 둘쯤 되는 수'를 뜻하는 수사이므로, 수량을 나타내는 말 뒤에 붙어 '그 수량이나 크기로 나뉘거나 되풀이됨'의 뜻을 더하는 접미사 '-씩'을 붙여 '하나둘씩'과 같이 적습니다."
638,"'하다', '허다'의 표현","""허나, 그런 식으로는 생각하지 못하였다.""나 ""헌데 왜 그렇게 울고 있느냐?""에서 '허나'와 '헌데'는 표준어가 아닌가요?","?'허나', '헌데'는 표준어가 아니고 '하나', '한데'로 써야 표준어입니다. '하다'는 문장 앞에서 '하나', '하니', '하면', '하여', '한데', '해서' 따위의 꼴로 쓰여 '그러나', '그러니', '그러면', '그리하여', '그런데', '그래서'의 뜻을 나타내므로 '그러나'의 뜻으로는 '하나', '그런데'의 뜻으로는 '한데'를 써야 합니다. '하나'와 '한데'를 '허나'와 '헌데'로 쓰기도 하는데 이는 '하다'의 비표준어인 '허다'의 활용형으로 표준어가 아닙니다."
639,"'실시하고자', '실시하고저'의 표현","""무엇을 {실시하고저/실시하고자} 한다.""에서 맞는 표현은 무엇인가요?","?""무엇을 실시하고자 한다.""가 맞는 표현입니다. '어떤 행동을 할 의도나 욕망을 가지고 있음'을 나타내는 연결 어미는 '-고자'가 표준어입니다. '-고저'는 '-고자'의 비표준어입니다."
640,'프로필'의 순화어,'프로필'의 순화어가 '인물평'인지요?,"?'프로필'은 '인물평'으로 순화되기도 했습니다. '인물의 약력'을 뜻하는 '프로필'은 '약평(略評)', '인물 소개', '인물평'으로 순화되었으니, 문맥에 맞게 골라 쓰시면 됩니다."
641,"'풍물놀이', '풍물 놀이'의 띄어쓰기","'풍물 놀이'인가요, '풍물놀이'인가요?",?'풍물놀이'로 붙여 쓰는 것이 맞습니다. '농촌에서 농부들 사이에 행하여지는 우리나라 고유의 음악을 뜻하는 '풍물놀이'는 합성어이므로 이와 같이 붙여 씁니다.
642,"'풀?죽다', '풀죽다'의 띄어쓰기","'풀 죽다'가 맞나요, '풀죽다가 맞나요?","?'풀 죽다'와 같이 띄어 쓰는 것이 맞습니다. '세찬 기세나 활발한 기운'을 뜻하는 '풀'과, '성질이나 기운 따위가 꺾이다'를 뜻하는 '죽다'는 각각의 단어이므로 '풀(이) 죽다'와 같이 띄어 적습니다."
643,'푸다'의 활용,"'푸다'는 '푸고, 퍼서'와 같이 활용하는데 그 이유는 무엇인가요?","?'푸다'는 '우' 불규칙 용언이므로 모음 어미 '-어서'를 만나면 어간의 'ㅜ'가 탈락해 '퍼서'와 같이 활용하기 때문입니다. 한글맞춤법 제18항에 따르면 어간의 끝 'ㅜ, ㅡ'가 줄어질 적에는 준 대로 적으므로 '푸다'의 어간 '푸-'가 '-어서'를 만나 'ㅜ'가 줄면 준 대로 '퍼서'로 적습니다."
644,"'폭넓다', '폭 넓다'의 띄어쓰기",'{폭넓은/폭 넓은} 활동'의 바른 띄어쓰기는?,?'폭넓은 활동'과 같이 붙여 쓰는 것이 맞습니다. 여기서 '폭넓다'는 '어떤 일의 범위나 영역이 크고 넓다'의 뜻을 나타내는 합성어므로 '폭넓은 활동'으로 붙여 씁니다.?참고로 단순히 '너비가 넓다'라는 뜻으로 쓸 때는 합성어 뜻이 아니므로 '폭(이) 넓다'와 같이 띄어 적습니다.
645,"'평생토록', '평생도록'의 표기",'평생토록'이란 말에는 어떤 맞춤법 규정이 적용되는 것인가요? '도록'이 아닌 '토록'이 쓰인 이유는 무엇인가요?,"?'평생토록'과 관련된 규정은 따로 없습니다. '평생토록'은 '살아서 목숨이 다할 때까지'를 뜻하는 부사입니다. 어원적으로 '평생' 뒤에, '앞말이 나타내는 정도나 수량에 다 차기까지'의 뜻을 나타내는 보조사 '토록'이 붙은 말이므로 '평생토록'으로 적습니다.?'-도록'은 목적이나 결과, 방식, 정도 따위를 나타내는 연결어미로서 ""해가 지도록 엄마를 기다렸다.""와 같이 쓰이므로, '평생' 뒤에 바로 붙을 수가 없습니다."
646,'제곱미터'와?'평방미터'의 표현,'평방미터'라는 말을 요즘은 쓰지 않는지요? '제곱미터'라고 해야만 맞는 건가요?,"?도량형 표준화에 따라 '제곱미터'로 표시하는 것이 바람직합니다. 도량형이 '제곱미터'로 표준화되었고, '평방미터'는 '제곱미터'의 전 용어이므로, 공식적인 상황에서는 '제곱미터'를 쓰시길 권합니다."
647,'펼치었다'의 준말 표기,"'펄첬다'가 맞나요, '펼쳤다'가 맞나요?","?'펼쳤다'가 맞습니다. 한글맞춤법 제36항에 따르면 'ㅣ' 뒤에 '-어'가 와서 'ㅕ'로 줄 적에는 준 대로 적으므로 이에 준해, '펼치다'의 어간 '펼치-' 뒤에 '-었-'이 붙어 줄면 준 대로 '펼쳤다'로 적습니다."
648,'편람'의 순화어,'편람'이란 단어는 일본식 한자어로 수정해야 한다고 하는데 대체할 단어는 무엇인가요?,"?'보기에 편리하도록 간추린 책'을 이르는 '편람(便覽)'은 조선왕조실록에서 다수 확인되는 것을 보면 일본식 한자어는 아닙니다. 다만, 어려운 한자어라 '-집', '책', '편히 보기'로 순화한 적이 있습니다."
649,"'책을 펴다', '책을 피다'의 표현",'책을 펴다'와 '책을 피다' 중 어느 것이 표준어인가요?,?'책을 펴다'가 표준어입니다. 여기에서 '펴다'는 '접히거나 개킨 것을 젖히어 벌리다'의 뜻을 나타내는 표준어입니다. 이와 같은 뜻으로 쓰이는 '피다'는 '펴다'의 경북 방언입니다.
650,'퍼센트'와 '프로'의 표현,'퍼센트'와 '프로' 중 어느 것이 표준어인가요?,"?'퍼센트', '프로' 모두 표준어입니다. 영어 외래어인 '퍼센트(percent)'는 백분율을 나타내는 단위(%)를 이르는 말로, 네덜란드어 'procent'를 줄여 쓰던 것이 굳어진 '프로'와 동의어입니다."
651,베트남 인명 'Phan B?i Chau'의 띄어쓰기,"베트남 사람의 이름 'Phan B?i Chau'를 외래어 표기법에 따라 적을 때 '판 보이 쩌우'처럼 띄어 써야 하나요, 아니면 '판보이쩌우'처럼 붙여서 써야 하나요?","?베트남 인명의 띄어쓰기에 대해 따로 규정된 바는 없습니다. 다만, 외래어 표기법 제3장 표기 세칙 중 베트남어 표기법의 예시로 인명 'Ch? Lan Vi?n'을 '쩨란비엔'으로 적도록 한 것에 준한다면, 베트남 사람의 이름 'Phan B?i Chau'도 '판보이쩌우'와 같이 붙여 쓰는 것이 적절합니다."
652,"'파문이?일다',?'파문을?일으키다'의 차이",'어떤 일로 인해 파문이 일다'와 '누가 어떤 일에 파문을 일으키다'는 둘 다 옳은 표현인가요? 그렇다면 두 표현의 차이는 무엇인가요?,"?'파문이 일다'와 '파문을 일으키다' 둘 다 옳은 표현입니다. '파문이 일다'의 '일다'는 '없던 현상이 생기다'의 뜻을 나타내는 자동사라 '파문'을 주어로 하지만, '파문을 일으키다'의 '일으키다'는 '일어나게 하다'를 뜻하는 타동사로서 '파문'을 목적어로 한다는 점에서 구조적인 차이가 있습니다."
653,'파랗다'의 활용,'파라니'와?'파랗니' 중 바른 표현은 무엇인가요?,"?결합하는 어미에 따라 바른 표현이 다릅니다. 형용사 '파랗다'는 'ㅎ' 불규칙 용언이므로, 받침 있는 형용사 어간 뒤에 붙어 물음의 뜻을 나타내는 종결어미 '-으니'가 붙으면 ""하늘이 어쩌면 이렇게 파라니?""와 같이 '파라니'가 맞습니다.?그리고 받침 있는 용언에 두루 붙어 앞말이 뒷말의 원인이나 근거, 전제 따위가 됨을 나타내는 연결어미 '-으니'가 붙어도, ""하늘이 파라니 유난히 높아 보인다.""와 같이 '파라니'가 맞습니다.?반면, 용언의 어간에 두루 붙어 '물음'의 뜻을 나타내는 구어적 종결 어미 '-니'가 붙으면, ""바다가 그렇게 파랗니?""와 같이 '파랗니'가 맞습니다."
654,'틀린 그림 찾기'와?'다른 그림 찾기'의 표현,"두 그림을 비교해서 다른 부분을 골라내는 놀이를 흔히 '틀린 그림 찾기'라고 하는데 가만히 생각해 보면 틀린 그림을 찾는 것이 아니라, 다른 그림을 찾는 것이므로 '틀린 그림 찾기'라는 말보다는 '다른 그림 찾기'를 써야 하지 않을까요?","?생각하신 바대로 '다른 그림 찾기'가 적절합니다. '다르다'는 '비교가 되는 두 대상이 서로 같지 아니하다'의 뜻을 나타내고, '틀리다'는 '셈이나 사실 따위가 그르게 되거나 어긋나다'의 뜻을 나타내므로 문의하신 경우에는 맥락상 '다르다'를 쓰는 것이 알맞습니다. '다르다'의 뜻으로 쓰이는 '틀리다'는 표준어가 아니므로 '틀린 그림 찾기'는 '다른 그림 찾기'로 쓰는 것이 바릅니다."
655,"'트림', '트름'의 표현",'트림'과 '트름' 중 어느 것이 표준어인가요?,?'트림'이 표준어입니다. '먹은 음식이 위에서 잘 소화되지 아니하여서 생긴 가스가 입으로 복받쳐 나옴. 또는 그 가스'를 뜻하는 표준어는 '트림'이 맞습니다. '트름'은 '트림'의 비표준어입니다.
656,'투덜이'의 표현,"일상에서 흔히 사용되는 '투덜이'가 표준국어사전에는 올라 있지 않은데, 이런 경우에는 비표준어로 봐야 하나요?","?'투덜이'는 쓸 수 있는 말입니다. '투덜이'는 ""표준국어대사전""에 실려 있지 않지만 '투덜거리다'의 어근 '투덜'에, 몇몇 명사, 어근, 의성ㆍ의태어 뒤에 붙어 '사람' 또는 '사물'의 뜻을 더하고 명사를 만드는 접미사 '-이'를 붙여 널리 쓰고 있으므로 충분히 쓸 수 있습니다.?참고로, 실제 쓰임을 반영한 ""우리말샘""에는 '걸핏하면 낮은 소리로 자꾸 불평을 하는 사람'을 뜻하는 말로 '투덜이'가 실려 있습니다."
657,'촉촉이'와 '톡톡히'의 표기,"'촉촉하다', '톡톡하다'의 '촉촉', '톡톡'은 둘 다 '-하다'가 붙고 첩어로 조건이 같은데 왜 '촉촉이', '톡톡히'로 표기하나요?","?'촉촉이'는 [촉초기]로 소리 나고 '톡톡히'는 [톡토키]로 소리 나기 때문입니다. 한글맞춤법 제51항에 따르면 부사의 끝음절이 분명히 '이'로만 나는 것은 '-이'로 적고, '히'로만 나거나 '이'나 '히'로 나는 것은 '-히'로 적는데, '촉촉이'는 [촉초기]와 같이 분명히 '이'로만 소리가 나기 때문에 '촉촉이'로 적는 것이고, '톡톡히'는 [톡토키]와 같이 '히'로 나기 때문에 '톡톡히'로 적는 것입니다.?참고로, 말씀하신 대로 겹쳐 쓰인 명사 뒤에서는 '이'로 적는 것이 일반적이나 '촉촉'과 '톡톡'은 각각 '촉촉하다', '톡톡하다'의 어근으로서 '겹겹이'와 같은 '겹쳐 쓰인 명사'가 아닙니다.?"
658,'텔레비전'과 '테레비'의 표현,'테레비'라는 말이 일본어의 잔재인 줄 알았는데 표준국어대사전에서 검색해 보니 '텔레비전'과 같은 말이더군요. '테레비'라는 말은 일본어의 잔재가 아닌가요?,"?'테레비'는 일본어의 잔재가 맞습니다. '테레비'는 영어 '텔레비전'을 일본어에서 줄여 쓴 말입니다. ""표준국어대사전""에서도 '테레비'를 비표준어로 보고 표준어인 '텔레비전'의 뜻풀이를 참조하도록 '→' 표로 돌려놓았습니다."
659,'테야'의 형태소 분석,"'그만둘 테야'에서 '테야'는 의존 명사도 아닌 거 같고, 그렇다고 어미도 아닌 거 같고, 보조 용언도 아닌 거 같은데 무엇인가요?","?'그만둘 테야'의 '테야'는 '터이야'가 축약된 말입니다. '터이야'는 어미 '-(으)ㄹ' 뒤에 쓰여 '예정'이나 '추측', '의지'의 뜻을 나타내는 의존 명사 '터'에 서술어를 만드는 '이다'의 어간 '이-'가 결합하고 '이다', '아니다'의 어간 뒤에 붙어 어떤 사실을 서술하거나 물을 때 쓰는 종결 어미 '-야'가 결합한 말입니다."
660,"'어울림터', '어울림 터'의 띄어쓰기","'어울림터/어울림 터'에서 '터' 자를 앞말에 붙여 쓰나요, 띄어 쓰나요?","?'어울림터'로 붙여 씁니다. 여기서 '터'는 명사이지만 일부 명사 뒤에 붙어 '자리'나 '장소'의 뜻을 나타내는 말이므로 '놀이터', '일터'처럼 '어울림터'로 붙여 씁니다."
661,'큰일'의 표준 발음,'큰일'의 표준 발음은 무엇인가요?,"?'힘이 많이 들고 범위가 넓은 일. 또는 중대한 일'을 뜻하는 '큰일'은 [크닐], '큰 잔치나 예식을 치르는 일'을 뜻하는 '큰일'은 [큰닐]로 발음합니다. 표준발음법 제29항에 따르면 합성어에서 앞말의 끝이 자음이고 뒷말의 첫음절이 '이'인 경우에는 'ㄴ'을 첨가하여 [니]로 발음하지만, 일부 단어에서 'ㄴ'을 첨가하여 발음하지 않기도 합니다. 이에 따라 '큰 잔치나 예식을 치르는 일'을 뜻하는 '큰일'은 'ㄴ'을 첨가하여 [큰닐]로 발음하지만, '힘이 많이 들고 범위가 넓은 일. 또는 중대한 일'을 이르는 '큰일'은 'ㄴ'을 첨가하지 않고 발음합니다."
662,북어를 세는 단위,"북어를 세는 단위로 '쾌'라는 단위가 있던데, '두름'은 사용할 수 없나요?","?북어를 세는 단위로 '두름'은 쓰지 않습니다. '두름'은 조기 따위의 물고기를 짚으로 한 줄에 열 마리씩 두 줄로 엮은 것을 세는 단위이므로, 조기처럼 줄로 엮지 않고 줄에 꿰는 북어를 세는 단위로는 적절하지 않습니다. 북어는 일반적으로 줄 따위로 스무 마리씩 꿰어 '한 쾌'라고 합니다."
663,"'코앞', '코 앞'의 띄어쓰기","'문 앞에서'는 띄는데, '코앞에서'는 붙이는 게 맞나요?"," '아주 가까운 곳'을 이르는 '코앞'은 합성어이므로 붙여 씁니다. '코앞'은 코의 바로 앞이라는 뜻으로, '아주 가까운 곳'을 이르거나 곧 닥칠 미래를 비유적으로 이르는 말로, '안개 때문에 코앞을 분간하기 어렵다', '시험이 코앞에 닥쳤다.""와 같이 쓰입니다. 한편, '코 앞'이 단순히 '코의 앞'이라는 뜻으로 쓰인다면 구이므로 ""거울을 코 앞에 대고 보다'와 같이 띄어 씁니다."
664,"'캐주얼복', '캐주얼 복'의 띄어쓰기","'캐주얼복'으로 붙여 쓰나요, '캐주얼 복'으로 띄어 쓰나요?","?'캐주얼'이나 '캐주얼복'은 국어사전에 올라 있지 않지만 쓴다면 '캐주얼'에 접미사 '-복'을 붙여 씁니다. 영어 'casual'은 형용사이나 우리말에서 '캐주얼'은 '평상(복)', '간편(함)', '간편복'으로 다듬어질 정도로 명사와 같이 쓰입니다. 여기에 일부 명사 뒤에 붙어 '옷'의 뜻을 더하는 접미사 '-복'을 붙여 '캐주얼복'으로 쓰는 것입니다.?다만, '캐주얼'이나 '캐주얼복' 모두 국어사전에 올라 있지도 않고 '캐주얼'은 순화 대상어로서 '평상(복)', '간편(함)', '간편복'으로 다듬어졌으니 '캐주얼복' 대신 '평상복', '간편복'을 쓰시기 바랍니다."
